file_path,depth,sherbrooke_swaps_trivial,sherbrooke_depth_trivial,sherbrooke_swaps_default,sherbrooke_depth_default,ankaa_3_swaps_trivial,ankaa_3_depth_trivial,ankaa_3_swaps_default,ankaa_3_depth_default
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.6D2_4.json,45,502,220,232,124,173,119,97,90
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_3.json,45,221,161,144,143,118,114,63,92
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.1D2_7.json,45,103,173,32,85,49,101,16,61
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_0.json,45,63,67,19,59,33,61,13,54
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.1D2_5.json,45,140,166,30,85,36,106,10,72
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.1D2_2.json,45,77,147,25,106,39,134,11,66
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.6D2_2.json,45,426,182,269,163,180,126,117,121
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.1D2_7.json,45,103,91,37,64,44,64,13,53
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.3D2_6.json,45,236,110,102,94,116,93,49,61
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_2.json,45,206,175,106,132,103,143,58,96
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.2D2_8.json,45,176,86,88,89,91,90,37,64
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_8.json,45,305,178,154,147,142,151,72,115
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.0D1_.4D2_1.json,45,271,135,156,106,136,116,59,73
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.4D1_.3D2_1.json,45,240,183,107,128,88,119,43,74
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.5D1_.2D2_7.json,45,207,164,64,111,90,140,38,91
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.6D1_.2D2_5.json,45,211,211,67,94,100,189,22,91
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.2D1_.6D2_6.json,45,426,226,227,139,184,173,119,133
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.3D1_.4D2_6.json,45,299,189,150,103,117,133,93,115
benchmarks/polyhedral/queko-bigd/20QBT_45CYC_.1D1_.2D2_9.json,45,211,134,72,78,85,79,41,70
